manufacturer,item,category,csi_spec_section,description,width,depth,height,mounting_type,cost,labor_per,currency,unit_of_measure
Hollman,HOLLMAN-E1-LAM-15x15x84,Locker,10 51 23,"Model E1 laminate five-tier locker. 15""W x 15""D x 84""H",15,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-15x18x60,Locker,10 51 23,"Model E1 laminate five-tier locker. 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-15x18x72,Locker,10 51 23,"Model E1 laminate five-tier locker. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-15x18x84,Locker,10 51 23,"Model E1 laminate five-tier locker. 15""W x 18""D x 84""H",15,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-15x20x60,Locker,10 51 23,"Model E1 laminate five-tier locker. 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-15x20x72,Locker,10 51 23,"Model E1 laminate five-tier locker. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-15x20x84,Locker,10 51 23,"Model E1 laminate five-tier locker. 15""W x 20""D x 84""H",15,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-18x15x60,Locker,10 51 23,"Model E1 laminate five-tier locker. 18""W x 15""D x 60""H",18,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-18x15x72,Locker,10 51 23,"Model E1 laminate five-tier locker. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-18x15x84,Locker,10 51 23,"Model E1 laminate five-tier locker. 18""W x 15""D x 84""H",18,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-18x18x60,Locker,10 51 23,"Model E1 laminate five-tier locker. 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-18x18x72,Locker,10 51 23,"Model E1 laminate five-tier locker. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-18x18x84,Locker,10 51 23,"Model E1 laminate five-tier locker. 18""W x 18""D x 84""H",18,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-18x20x60,Locker,10 51 23,"Model E1 laminate five-tier locker. 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-18x20x72,Locker,10 51 23,"Model E1 laminate five-tier locker. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-18x20x84,Locker,10 51 23,"Model E1 laminate five-tier locker. 18""W x 20""D x 84""H",18,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-12x15x60,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 12""W x 15""D x 60""H",12,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-12x15x72,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-12x18x60,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-12x18x72,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-12x20x60,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-12x20x72,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-15x15x60,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 15""W x 15""D x 60""H",15,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-15x15x72,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-15x18x60,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-15x18x72,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-15x20x60,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-15x20x72,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-18x15x60,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 18""W x 15""D x 60""H",18,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-18x15x72,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-18x18x60,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-18x18x72,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-18x20x60,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-PHEN-18x20x72,Locker,10 51 29,"Model E1 phenolic five-tier locker with black core. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-12x15x60,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 12""W x 15""D x 60""H",12,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-12x15x72,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-12x15x84,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 12""W x 15""D x 84""H",12,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-12x18x60,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-12x18x72,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-12x18x84,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 12""W x 18""D x 84""H",12,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-12x20x60,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-12x20x72,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-12x20x84,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 12""W x 20""D x 84""H",12,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-15x15x60,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 15""W x 15""D x 60""H",15,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-15x15x72,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-15x15x84,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 15""W x 15""D x 84""H",15,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-15x18x60,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-15x18x72,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-15x18x84,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 15""W x 18""D x 84""H",15,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-15x20x60,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-15x20x72,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-15x20x84,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 15""W x 20""D x 84""H",15,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-18x15x60,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 18""W x 15""D x 60""H",18,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-18x15x72,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-18x15x84,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 18""W x 15""D x 84""H",18,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-18x18x60,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-18x18x72,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-18x18x84,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 18""W x 18""D x 84""H",18,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-18x20x60,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-18x20x72,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-LAM-18x20x84,Locker,10 51 23,"Model E Hybrid laminate five-tier locker. 18""W x 20""D x 84""H",18,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-12x15x60,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 12""W x 15""D x 60""H",12,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-12x15x72,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-12x18x60,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-12x18x72,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-12x20x60,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-12x20x72,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-15x15x60,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 15""W x 15""D x 60""H",15,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-15x15x72,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-15x18x60,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-15x18x72,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-15x20x60,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-15x20x72,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-18x15x60,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 18""W x 15""D x 60""H",18,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-18x15x72,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-18x18x60,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-18x18x72,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-18x20x60,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E-HYBRID-PHEN-18x20x72,Locker,10 51 29,"Model E Hybrid phenolic five-tier locker with black core. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-12x15x60,Locker,10 51 23,"Model F1 laminate six-tier locker. 12""W x 15""D x 60""H",12,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-12x15x72,Locker,10 51 23,"Model F1 laminate six-tier locker. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-12x15x84,Locker,10 51 23,"Model F1 laminate six-tier locker. 12""W x 15""D x 84""H",12,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-12x18x60,Locker,10 51 23,"Model F1 laminate six-tier locker. 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-12x18x72,Locker,10 51 23,"Model F1 laminate six-tier locker. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-12x18x84,Locker,10 51 23,"Model F1 laminate six-tier locker. 12""W x 18""D x 84""H",12,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-12x20x60,Locker,10 51 23,"Model F1 laminate six-tier locker. 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-12x20x72,Locker,10 51 23,"Model F1 laminate six-tier locker. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-12x20x84,Locker,10 51 23,"Model F1 laminate six-tier locker. 12""W x 20""D x 84""H",12,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-15x15x60,Locker,10 51 23,"Model F1 laminate six-tier locker. 15""W x 15""D x 60""H",15,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-15x15x72,Locker,10 51 23,"Model F1 laminate six-tier locker. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-15x15x84,Locker,10 51 23,"Model F1 laminate six-tier locker. 15""W x 15""D x 84""H",15,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-15x18x60,Locker,10 51 23,"Model F1 laminate six-tier locker. 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-15x18x72,Locker,10 51 23,"Model F1 laminate six-tier locker. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-15x18x84,Locker,10 51 23,"Model F1 laminate six-tier locker. 15""W x 18""D x 84""H",15,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-15x20x60,Locker,10 51 23,"Model F1 laminate six-tier locker. 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-15x20x72,Locker,10 51 23,"Model F1 laminate six-tier locker. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-15x20x84,Locker,10 51 23,"Model F1 laminate six-tier locker. 15""W x 20""D x 84""H",15,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-18x15x60,Locker,10 51 23,"Model F1 laminate six-tier locker. 18""W x 15""D x 60""H",18,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-18x15x72,Locker,10 51 23,"Model F1 laminate six-tier locker. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-18x15x84,Locker,10 51 23,"Model F1 laminate six-tier locker. 18""W x 15""D x 84""H",18,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-18x18x60,Locker,10 51 23,"Model F1 laminate six-tier locker. 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-18x18x72,Locker,10 51 23,"Model F1 laminate six-tier locker. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-18x18x84,Locker,10 51 23,"Model F1 laminate six-tier locker. 18""W x 18""D x 84""H",18,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-18x20x60,Locker,10 51 23,"Model F1 laminate six-tier locker. 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-18x20x72,Locker,10 51 23,"Model F1 laminate six-tier locker. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-F1-LAM-18x20x84,Locker,10 51 23,"Model F1 laminate six-tier locker. 18""W x 20""D x 84""H",18,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-12x18x60,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-12x18x72,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-12x18x84,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 12""W x 18""D x 84""H",12,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-12x20x60,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-12x20x72,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-12x20x84,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 12""W x 20""D x 84""H",12,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-15x18x60,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-15x18x72,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-15x18x84,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 15""W x 18""D x 84""H",15,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-15x20x60,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-15x20x72,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-15x20x84,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 15""W x 20""D x 84""H",15,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-18x18x60,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-18x18x72,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-18x18x84,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 18""W x 18""D x 84""H",18,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-18x20x60,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-18x20x72,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-LAM-18x20x84,Locker,10 51 23,"Model Z1 laminate double-tier locker (Essential Collection). 18""W x 20""D x 84""H",18,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-12x15x60,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 12""W x 15""D x 60""H",12,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-12x15x72,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-12x18x60,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-12x18x72,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-12x20x60,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-12x20x72,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-15x15x60,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 15""W x 15""D x 60""H",15,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-15x15x72,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-15x18x60,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-15x18x72,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-15x20x60,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-15x20x72,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-18x15x60,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 18""W x 15""D x 60""H",18,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-18x15x72,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-18x18x60,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-18x18x72,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-18x20x60,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-Z1-PHEN-18x20x72,Locker,10 51 29,"Model Z1 phenolic double-tier locker with black core. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-HILO-STANDARD-BENCH-42x15x18.5,Locker Bench,12 50 00,"Hilo free-standing locker bench (HB); bench-top materials vary (phenolic/SS/vinyl/butcher block). 42""W x 15""D x 18.5""H",42,15,18.5,Free Standing,,,USD,EA
Hollman,HOLLMAN-HILO-STANDARD-BENCH-42x15x19.25,Locker Bench,12 50 00,"Hilo free-standing locker bench (HB); bench-top materials vary (phenolic/SS/vinyl/butcher block). 42""W x 15""D x 19.25""H",42,15,19.25,Free Standing,,,USD,EA
Hollman,HOLLMAN-HILO-STANDARD-BENCH-42x15x20.25,Locker Bench,12 50 00,"Hilo free-standing locker bench (HB); bench-top materials vary (phenolic/SS/vinyl/butcher block). 42""W x 15""D x 20.25""H",42,15,20.25,Free Standing,,,USD,EA
Hollman,HOLLMAN-HILO-STANDARD-BENCH-42x20x18.5,Locker Bench,12 50 00,"Hilo free-standing locker bench (HB); bench-top materials vary (phenolic/SS/vinyl/butcher block). 42""W x 20""D x 18.5""H",42,20,18.5,Free Standing,,,USD,EA
Hollman,HOLLMAN-HILO-STANDARD-BENCH-42x20x19.25,Locker Bench,12 50 00,"Hilo free-standing locker bench (HB); bench-top materials vary (phenolic/SS/vinyl/butcher block). 42""W x 20""D x 19.25""H",42,20,19.25,Free Standing,,,USD,EA
Hollman,HOLLMAN-HILO-STANDARD-BENCH-42x20x20.25,Locker Bench,12 50 00,"Hilo free-standing locker bench (HB); bench-top materials vary (phenolic/SS/vinyl/butcher block). 42""W x 20""D x 20.25""H",42,20,20.25,Free Standing,,,USD,EA
Hollman,HOLLMAN-HILO-STANDARD-BENCH-48x15x18.5,Locker Bench,12 50 00,"Hilo free-standing locker bench (HB); bench-top materials vary (phenolic/SS/vinyl/butcher block). 48""W x 15""D x 18.5""H",48,15,18.5,Free Standing,,,USD,EA
