manufacturer,item,category,csi_spec_section,description,width,depth,height,mounting_type,cost,labor_per,currency,unit_of_measure
Hollman,HOLLMAN-C-HYBRID-GLASS-12x18x84,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 12""W x 18""D x 84""H",12,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-12x20x72,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-12x20x84,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 12""W x 20""D x 84""H",12,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-15x15x72,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-15x15x84,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 15""W x 15""D x 84""H",15,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-15x18x72,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-15x18x84,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 15""W x 18""D x 84""H",15,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-15x20x72,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-15x20x84,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 15""W x 20""D x 84""H",15,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-18x15x72,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-18x15x84,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 18""W x 15""D x 84""H",18,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-18x18x72,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-18x18x84,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 18""W x 18""D x 84""H",18,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-18x20x72,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-GLASS-18x20x84,Locker,10 51 33,"Model C Hybrid glass locker with 1/4"" tempered glass door. 18""W x 20""D x 84""H",18,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-12x15x60,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 12""W x 15""D x 60""H",12,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-12x15x72,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-12x18x60,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-12x18x72,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-12x20x60,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-12x20x72,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-15x15x60,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 15""W x 15""D x 60""H",15,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-15x15x72,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-15x18x60,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-15x18x72,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-15x20x60,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-15x20x72,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-18x15x60,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 18""W x 15""D x 60""H",18,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-18x15x72,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-18x18x60,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-18x18x72,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-18x20x60,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-C-HYBRID-PHEN-18x20x72,Locker,10 51 29,"Model C Hybrid phenolic triple-tier locker with black core. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-12x15x60,Locker,10 51 23,"Model D1 laminate four-tier locker. 12""W x 15""D x 60""H",12,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-12x15x72,Locker,10 51 23,"Model D1 laminate four-tier locker. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-12x15x84,Locker,10 51 23,"Model D1 laminate four-tier locker. 12""W x 15""D x 84""H",12,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-12x18x60,Locker,10 51 23,"Model D1 laminate four-tier locker. 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-12x18x72,Locker,10 51 23,"Model D1 laminate four-tier locker. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-12x18x84,Locker,10 51 23,"Model D1 laminate four-tier locker. 12""W x 18""D x 84""H",12,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-12x20x60,Locker,10 51 23,"Model D1 laminate four-tier locker. 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-12x20x72,Locker,10 51 23,"Model D1 laminate four-tier locker. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-12x20x84,Locker,10 51 23,"Model D1 laminate four-tier locker. 12""W x 20""D x 84""H",12,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-15x15x60,Locker,10 51 23,"Model D1 laminate four-tier locker. 15""W x 15""D x 60""H",15,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-15x15x72,Locker,10 51 23,"Model D1 laminate four-tier locker. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-15x15x84,Locker,10 51 23,"Model D1 laminate four-tier locker. 15""W x 15""D x 84""H",15,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-15x18x60,Locker,10 51 23,"Model D1 laminate four-tier locker. 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-15x18x72,Locker,10 51 23,"Model D1 laminate four-tier locker. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-15x18x84,Locker,10 51 23,"Model D1 laminate four-tier locker. 15""W x 18""D x 84""H",15,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-15x20x60,Locker,10 51 23,"Model D1 laminate four-tier locker. 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-15x20x72,Locker,10 51 23,"Model D1 laminate four-tier locker. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-15x20x84,Locker,10 51 23,"Model D1 laminate four-tier locker. 15""W x 20""D x 84""H",15,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-18x15x60,Locker,10 51 23,"Model D1 laminate four-tier locker. 18""W x 15""D x 60""H",18,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-18x15x72,Locker,10 51 23,"Model D1 laminate four-tier locker. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-18x15x84,Locker,10 51 23,"Model D1 laminate four-tier locker. 18""W x 15""D x 84""H",18,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-18x18x60,Locker,10 51 23,"Model D1 laminate four-tier locker. 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-18x18x72,Locker,10 51 23,"Model D1 laminate four-tier locker. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-18x18x84,Locker,10 51 23,"Model D1 laminate four-tier locker. 18""W x 18""D x 84""H",18,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-18x20x60,Locker,10 51 23,"Model D1 laminate four-tier locker. 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-18x20x72,Locker,10 51 23,"Model D1 laminate four-tier locker. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-LAM-18x20x84,Locker,10 51 23,"Model D1 laminate four-tier locker. 18""W x 20""D x 84""H",18,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-12x15x72,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-12x15x84,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 12""W x 15""D x 84""H",12,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-12x18x72,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-12x18x84,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 12""W x 18""D x 84""H",12,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-12x20x72,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-12x20x84,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 12""W x 20""D x 84""H",12,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-15x15x72,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-15x15x84,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 15""W x 15""D x 84""H",15,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-15x18x72,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-15x18x84,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 15""W x 18""D x 84""H",15,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-15x20x72,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-15x20x84,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 15""W x 20""D x 84""H",15,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-18x15x72,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-18x15x84,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 18""W x 15""D x 84""H",18,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-18x18x72,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-18x18x84,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 18""W x 18""D x 84""H",18,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-18x20x72,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-GLASS-18x20x84,Locker,10 51 33,"Model D1 glass four-tier locker with 1/4"" tempered glass door. 18""W x 20""D x 84""H",18,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-12x15x60,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 12""W x 15""D x 60""H",12,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-12x15x72,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-12x18x60,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-12x18x72,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-12x20x60,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-12x20x72,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-15x15x60,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 15""W x 15""D x 60""H",15,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-15x15x72,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-15x18x60,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 15""W x 18""D x 60""H",15,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-15x18x72,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 15""W x 18""D x 72""H",15,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-15x20x60,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 15""W x 20""D x 60""H",15,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-15x20x72,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 15""W x 20""D x 72""H",15,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-18x15x60,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 18""W x 15""D x 60""H",18,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-18x15x72,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 18""W x 15""D x 72""H",18,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-18x18x60,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 18""W x 18""D x 60""H",18,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-18x18x72,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 18""W x 18""D x 72""H",18,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-18x20x60,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 18""W x 20""D x 60""H",18,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-D1-PHEN-18x20x72,Locker,10 51 29,"Model D1 phenolic four-tier locker with black core. 18""W x 20""D x 72""H",18,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-12x15x60,Locker,10 51 23,"Model E1 laminate five-tier locker. 12""W x 15""D x 60""H",12,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-12x15x72,Locker,10 51 23,"Model E1 laminate five-tier locker. 12""W x 15""D x 72""H",12,15,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-12x15x84,Locker,10 51 23,"Model E1 laminate five-tier locker. 12""W x 15""D x 84""H",12,15,84,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-12x18x60,Locker,10 51 23,"Model E1 laminate five-tier locker. 12""W x 18""D x 60""H",12,18,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-12x18x72,Locker,10 51 23,"Model E1 laminate five-tier locker. 12""W x 18""D x 72""H",12,18,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-12x18x84,Locker,10 51 23,"Model E1 laminate five-tier locker. 12""W x 18""D x 84""H",12,18,84,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-12x20x60,Locker,10 51 23,"Model E1 laminate five-tier locker. 12""W x 20""D x 60""H",12,20,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-12x20x72,Locker,10 51 23,"Model E1 laminate five-tier locker. 12""W x 20""D x 72""H",12,20,72,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-12x20x84,Locker,10 51 23,"Model E1 laminate five-tier locker. 12""W x 20""D x 84""H",12,20,84,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-15x15x60,Locker,10 51 23,"Model E1 laminate five-tier locker. 15""W x 15""D x 60""H",15,15,60,Floor,,,USD,EA
Hollman,HOLLMAN-E1-LAM-15x15x72,Locker,10 51 23,"Model E1 laminate five-tier locker. 15""W x 15""D x 72""H",15,15,72,Floor,,,USD,EA
