Manufacturer,Item,Category,CSI Spec Section,Description,Mounting Type,Unit of Measure,Currency,URL
Claridge,Claridge Glass Whiteboard,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product family / series listing from Claridge All Products. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB2X3MGMI,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 24” x 36” Weight 48 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Invisi-Mount,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB2X3MGM,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 24” x 36” Weight 48 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB2X3MGM-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 24” x 36” Weight 48 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB3X4MGMI,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 36” x 48” Weight 96 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Invisi-Mount,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB3X4MGM,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 36” x 48” Weight 96 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB3X4MGM-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 36” x 48” Weight 96 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X4MGMI,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 48” x 48” Weight 128 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Invisi-Mount,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X4MGM,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 48” x 48” Weight 128 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X4MGM-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 48” x 48” Weight 128 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X6MGMI,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 48” x 72” Weight 195 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Invisi-Mount,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X6MGM,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 48” x 72” Weight 195 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X6MGM-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 48” x 72” Weight 195 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X8MGMI,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 48” x 96” Weight 256 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Invisi-Mount,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X8MGM,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 48” x 96” Weight 256 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X8MGM-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes- Magnetic (Invisible-Mount: ""GBXxXMGMI"" , Stand-off Edge Mount: ""GBXxXMGM"" , Through Glass Mount: ""GBXxXMGM-TG"") Size 48” x 96” Weight 256 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB2X3PGB,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 24” x 36” Weight 48 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB2X3PGB-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 24” x 36” Weight 48 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB3X4PGB,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 36” x 48” Weight 96 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB3X4PGB-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 36” x 48” Weight 96 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X4PGB,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 48” x 48” Weight 128 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X4PGB-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 48” x 48” Weight 128 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X6PGB,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 48” x 72” Weight 195 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X6PGB-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 48” x 72” Weight 195 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X8PGB,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 48” x 96” Weight 256 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,GB4X8PGB-TG,Markerboard,101116,"Claridge Glass Whiteboard (Claridge). Claridge glass boards are stylish, functional and easy to maintain. Product Codes – Non-Magnetic (Stand-off Edge Mount: ""GBXxXPGB"" , Through Glass Mount ""GBXxXPGB-TG ) Size 48” x 96” Weight 256 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Claridge-Glass-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/09/Glass-Invisimount-768x768.png.",Through-Glass Standoff,EA,USD,https://claridgeproducts.com/product/claridge-glass/
Claridge,LCS Elite,Markerboard,101116,LCS Elite (Claridge). Smooth LCS Porcelain surface that delivers a great writing experience. Product family / series listing from Claridge All Products. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/LCS-Elite-Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/05/d_Hero-Quiet-Room_filmic1-768x768.png.,Frameless,EA,USD,https://claridgeproducts.com/product/lcs-elite/
Claridge,EE2X3LCS,Markerboard,101116,"LCS Elite (Claridge). Smooth LCS Porcelain surface that delivers a great writing experience. Product Codes - LCS Elite Size 24"" x 36"" Weight 24 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/LCS-Elite-Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/05/d_Hero-Quiet-Room_filmic1-768x768.png.",Frameless,EA,USD,https://claridgeproducts.com/product/lcs-elite/
Claridge,EE3X4LCS,Markerboard,101116,"LCS Elite (Claridge). Smooth LCS Porcelain surface that delivers a great writing experience. Product Codes - LCS Elite Size 36"" x 48"" Weight 48 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/LCS-Elite-Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/05/d_Hero-Quiet-Room_filmic1-768x768.png.",Frameless,EA,USD,https://claridgeproducts.com/product/lcs-elite/
Claridge,EE4X4LCS,Markerboard,101116,"LCS Elite (Claridge). Smooth LCS Porcelain surface that delivers a great writing experience. Product Codes - LCS Elite Size 48"" x 48"" Weight 64 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/LCS-Elite-Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/05/d_Hero-Quiet-Room_filmic1-768x768.png.",Frameless,EA,USD,https://claridgeproducts.com/product/lcs-elite/
Claridge,EE4X6LCS,Markerboard,101116,"LCS Elite (Claridge). Smooth LCS Porcelain surface that delivers a great writing experience. Product Codes - LCS Elite Size 48"" x 72"" Weight 96 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/LCS-Elite-Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/05/d_Hero-Quiet-Room_filmic1-768x768.png.",Frameless,EA,USD,https://claridgeproducts.com/product/lcs-elite/
Claridge,EE4X8LCS,Markerboard,101116,"LCS Elite (Claridge). Smooth LCS Porcelain surface that delivers a great writing experience. Product Codes - LCS Elite Size 48"" x 96"" Weight 128 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/LCS-Elite-Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/05/d_Hero-Quiet-Room_filmic1-768x768.png.",Frameless,EA,USD,https://claridgeproducts.com/product/lcs-elite/
Claridge,Aspire Whiteboard,Markerboard,101116,Aspire Whiteboard (Claridge). LCS Porcelain surface built to gives optimum projection quality for idea sharing or training sessions. Product family / series listing from Claridge All Products. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Aspire-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/01/Aspire-Hero-768x768.png.,,EA,USD,https://claridgeproducts.com/product/aspire-whiteboard/
Claridge,ASP-46,Markerboard,101116,"Aspire Whiteboard (Claridge). LCS Porcelain surface built to gives optimum projection quality for idea sharing or training sessions. Product Codes - Aspire Markerboard Size 48"" x 72"" Weight 168 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Aspire-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/01/Aspire-Hero-768x768.png.",,EA,USD,https://claridgeproducts.com/product/aspire-whiteboard/
Claridge,ASP-48,Markerboard,101116,"Aspire Whiteboard (Claridge). LCS Porcelain surface built to gives optimum projection quality for idea sharing or training sessions. Product Codes - Aspire Markerboard Size 48"" x 96"" Weight 224 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Aspire-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/01/Aspire-Hero-768x768.png.",,EA,USD,https://claridgeproducts.com/product/aspire-whiteboard/
Claridge,ASP-56,Markerboard,101116,"Aspire Whiteboard (Claridge). LCS Porcelain surface built to gives optimum projection quality for idea sharing or training sessions. Product Codes - Aspire Markerboard Size 60"" x 72"" Weight 210 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Aspire-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/01/Aspire-Hero-768x768.png.",,EA,USD,https://claridgeproducts.com/product/aspire-whiteboard/
Claridge,ASP-58,Markerboard,101116,"Aspire Whiteboard (Claridge). LCS Porcelain surface built to gives optimum projection quality for idea sharing or training sessions. Product Codes - Aspire Markerboard Size 60"" x 96"" Weight 280 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Aspire-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2022/01/Aspire-Hero-768x768.png.",,EA,USD,https://claridgeproducts.com/product/aspire-whiteboard/
Claridge,Arise Whiteboard,Markerboard,101116,Arise Whiteboard (Claridge). LCS Porcelain surface that delivers a great writing experience and will stand the test of time. Product family / series listing from Claridge All Products. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Arise-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2020/05/AriseMB-website-768x768.jpg.,,EA,USD,https://claridgeproducts.com/product/arise-whiteboard/
Claridge,EM2X3LCS,Markerboard,101116,"Arise Whiteboard (Claridge). LCS Porcelain surface that delivers a great writing experience and will stand the test of time. Product Codes - Arise Whiteboard Size 24"" x 36"" Weight 24 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Arise-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2020/05/AriseMB-website-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/arise-whiteboard/
Claridge,EM3X4LCS,Markerboard,101116,"Arise Whiteboard (Claridge). LCS Porcelain surface that delivers a great writing experience and will stand the test of time. Product Codes - Arise Whiteboard Size 36"" x 48"" Weight 42 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Arise-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2020/05/AriseMB-website-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/arise-whiteboard/
Claridge,EM4X4LCS,Markerboard,101116,"Arise Whiteboard (Claridge). LCS Porcelain surface that delivers a great writing experience and will stand the test of time. Product Codes - Arise Whiteboard Size 48"" x 48"" Weight 56 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Arise-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2020/05/AriseMB-website-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/arise-whiteboard/
Claridge,EM4X6LCS,Markerboard,101116,"Arise Whiteboard (Claridge). LCS Porcelain surface that delivers a great writing experience and will stand the test of time. Product Codes - Arise Whiteboard Size 48"" x 72"" Weight 84 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Arise-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2020/05/AriseMB-website-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/arise-whiteboard/
Claridge,EM4X8LCS,Markerboard,101116,"Arise Whiteboard (Claridge). LCS Porcelain surface that delivers a great writing experience and will stand the test of time. Product Codes - Arise Whiteboard Size 48"" x 96"" Weight 112 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Arise-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2020/05/AriseMB-website-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/arise-whiteboard/
Claridge,EM4X10LCS,Markerboard,101116,"Arise Whiteboard (Claridge). LCS Porcelain surface that delivers a great writing experience and will stand the test of time. Product Codes - Arise Whiteboard Size 48"" x 120"" Weight 140 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Arise-Whiteboard_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2020/05/AriseMB-website-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/arise-whiteboard/
Claridge,Series 1,Visual Display Board,101100,"Series 1 (Claridge). Claridge whiteboard and tackboard with 1-1/2"" wide perimeter trim. Available in whiteboard, chalkboard porcelain, cork, fabrics, and tackboards. Product family / series listing from Claridge All Products. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Series-1_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2021/07/Series-1-Hero-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/series-1/
Claridge,S12X3LCS,Markerboard,101116,"Series 1 (Claridge). Claridge whiteboard and tackboard with 1-1/2"" wide perimeter trim. Available in whiteboard, chalkboard porcelain, cork, fabrics, and tackboards. LCS Markerboard Size 24"" x 36"" Weight 21 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Series-1_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2021/07/Series-1-Hero-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/series-1/
Claridge,S14X3LCS,Markerboard,101116,"Series 1 (Claridge). Claridge whiteboard and tackboard with 1-1/2"" wide perimeter trim. Available in whiteboard, chalkboard porcelain, cork, fabrics, and tackboards. LCS Markerboard Size 48"" x 36"" Weight 42 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Series-1_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2021/07/Series-1-Hero-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/series-1/
Claridge,S14X4LCS,Markerboard,101116,"Series 1 (Claridge). Claridge whiteboard and tackboard with 1-1/2"" wide perimeter trim. Available in whiteboard, chalkboard porcelain, cork, fabrics, and tackboards. LCS Markerboard Size 48"" x 48"" Weight 56 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Series-1_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2021/07/Series-1-Hero-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/series-1/
Claridge,S14X6LCS,Markerboard,101116,"Series 1 (Claridge). Claridge whiteboard and tackboard with 1-1/2"" wide perimeter trim. Available in whiteboard, chalkboard porcelain, cork, fabrics, and tackboards. LCS Markerboard Size 48"" x 72"" Weight 84 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Series-1_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2021/07/Series-1-Hero-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/series-1/
Claridge,S14X8LCS,Markerboard,101116,"Series 1 (Claridge). Claridge whiteboard and tackboard with 1-1/2"" wide perimeter trim. Available in whiteboard, chalkboard porcelain, cork, fabrics, and tackboards. LCS Markerboard Size 48"" x 96"" Weight 112 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Series-1_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2021/07/Series-1-Hero-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/series-1/
Claridge,S14X10LCS,Markerboard,101116,"Series 1 (Claridge). Claridge whiteboard and tackboard with 1-1/2"" wide perimeter trim. Available in whiteboard, chalkboard porcelain, cork, fabrics, and tackboards. LCS Markerboard Size 48"" x 120"" Weight 140 lbs. Spec sheet: https://claridgeproducts.com/wp-content/uploads/2023/09/Series-1_Tech-Data.pdf. Image: https://claridgeproducts.com/wp-content/uploads/2021/07/Series-1-Hero-768x768.jpg.",,EA,USD,https://claridgeproducts.com/product/series-1/
