manufacturer,item,category,csi_spec_section,description,width,depth,height,mounting_type,cost,labor_per,currency,unit_of_measure
Penco,PENCO-68351R,Locker,10 51 13,"Penco QuickShip Vanguard. Wall Mount Specialty. 12""W x 18""D x 24""H. 3-tier. Cat.No 68351R",12,18,24,,,,USD,EA
Penco,PENCO-68352R,Locker,10 51 13,"Penco QuickShip Vanguard. Wall Mount Specialty. 12""W x 18""D x 24""H. 3-tier. Cat.No 68352R",12,18,24,,,,USD,EA
Penco,PENCO-68353R,Locker,10 51 13,"Penco QuickShip Vanguard. Wall Mount Specialty. 12""W x 18""D x 24""H. 3-tier. Cat.No 68353R",12,18,24,,,,USD,EA
Penco,PENCO-60229HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 12""D x 4""H. Cat.No 60229HQS",12,12,4,,,,USD,EA
Penco,PENCO-60230HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 12""D x 4""H. Cat.No 60230HQS",12,12,4,,,,USD,EA
Penco,PENCO-60231HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 15""D x 5""H. Cat.No 60231HQS",12,15,5,,,,USD,EA
Penco,PENCO-60232HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 15""D x 5""H. Cat.No 60232HQS",12,15,5,,,,USD,EA
Penco,PENCO-60233HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 18""D x 6""H. Cat.No 60233HQS",12,18,6,,,,USD,EA
Penco,PENCO-60234HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 18""D x 6""H. Cat.No 60234HQS",12,18,6,,,,USD,EA
Penco,PENCO-60239HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 18""D x 6""H. Cat.No 60239HQS",15,18,6,,,,USD,EA
Penco,PENCO-60240HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 18""D x 6""H. Cat.No 60240HQS",15,18,6,,,,USD,EA
Penco,PENCO-60243HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""W x 18""D x 6""H. Cat.No 60243HQS",18,18,6,,,,USD,EA
Penco,PENCO-60244HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""W x 18""D x 6""H. Cat.No 60244HQS",18,18,6,,,,USD,EA
Penco,PENCO-66070QS,Locker Accessory,10 51 13,Penco QuickShip Accessories. Width    Depth   Height      073 Champagne               Universal Hood Support. Cat.No 66070QS,,,,,,,USD,EA
Penco,PENCO-66100-KITQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 12""D. Cat.No 66100-KITQS",12,12,,,,,USD,EA
Penco,PENCO-66101-KITQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 15""D. Cat.No 66101-KITQS",15,15,,,,,USD,EA
Penco,PENCO-66102-KITQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""W x 18""D. Cat.No 66102-KITQS",18,18,,,,,USD,EA
Penco,PENCO-661371QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 12""D. Cat.No 661371QS",15,12,,,,,USD,EA
Penco,PENCO-661372QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 15""D. Cat.No 661372QS",15,15,,,,,USD,EA
Penco,PENCO-661373QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 18""D. Cat.No 661373QS",15,18,,,,,USD,EA
Penco,PENCO-66144HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 72""W x 12""D x 5""H. Cat.No 66144HQS",72,12,5,,,,USD,EA
Penco,PENCO-66147HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 72""W x 15""D x 6""H. Cat.No 66147HQS",72,15,6,,,,USD,EA
Penco,PENCO-66150HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 72""W x 18""D x 7""H. Cat.No 66150HQS",72,18,7,,,,USD,EA
Penco,PENCO-66158HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""D. Cat.No 66158HQS",,12,,,,,USD,EA
Penco,PENCO-66159HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""D. Cat.No 66159HQS",,12,,,,,USD,EA
Penco,PENCO-66160HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""D. Cat.No 66160HQS",,15,,,,,USD,EA
Penco,PENCO-66161HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""D. Cat.No 66161HQS",,15,,,,,USD,EA
Penco,PENCO-66162HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""D. Cat.No 66162HQS",,18,,,,,USD,EA
Penco,PENCO-66163HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""D. Cat.No 66163HQS",,18,,,,,USD,EA
Penco,PENCO-66168QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""D. Cat.No 66168QS",,12,,,,,USD,EA
Penco,PENCO-66169QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""D. Cat.No 66169QS",,15,,,,,USD,EA
Penco,PENCO-66170QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""D. Cat.No 66170QS",,18,,,,,USD,EA
Penco,PENCO-601660QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""D x 60""H. Cat.No 601660QS",,12,60,,,,USD,EA
Penco,PENCO-601670QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""D x 60""H. Cat.No 601670QS",,15,60,,,,USD,EA
Penco,PENCO-601680QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""D x 60""H. Cat.No 601680QS",,18,60,,,,USD,EA
Penco,PENCO-601760QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 028""W x 12""D x 72""H. Cat.No 601760QS",028,12,72,,,,USD,EA
Penco,PENCO-601790QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""D x 72""H. Cat.No 601790QS",,15,72,,,,USD,EA
Penco,PENCO-601800QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 028""W x 18""D x 72""H. Cat.No 601800QS",028,18,72,,,,USD,EA
Penco,PENCO-60204QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""D x 6""H. Cat.No 60204QS",,12,6,,,,USD,EA
Penco,PENCO-60205QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""D x 6""H. Cat.No 60205QS",,15,6,,,,USD,EA
Penco,PENCO-60206QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""D x 6""H. Cat.No 60206QS",,18,6,,,,USD,EA
Penco,PENCO-60217QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 6""H. Cat.No 60217QS",12,,6,,,,USD,EA
Penco,PENCO-60218QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 6""H. Cat.No 60218QS",15,,6,,,,USD,EA
Penco,PENCO-60219QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""W x 6""H. Cat.No 60219QS",18,,6,,,,USD,EA
Penco,PENCO-661321CQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 12""D. Cat.No 661321CQS",15,12,,,,,USD,EA
Penco,PENCO-661322CQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 15""D. Cat.No 661322CQS",15,15,,,,,USD,EA
Penco,PENCO-661323CQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 18""D. Cat.No 661323CQS",15,18,,,,,USD,EA
Penco,PENCO-66138QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 12""D. Cat.No 66138QS",12,12,,,,,USD,EA
Penco,PENCO-66139QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""W x 15""D. Cat.No 66139QS",15,15,,,,,USD,EA
Penco,PENCO-66140QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""W x 18""D. Cat.No 66140QS",18,18,,,,,USD,EA
Penco,PENCO-66113-KITQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 60""H. Cat.No 66113-KITQS",12,,60,,,,USD,EA
Penco,PENCO-66113QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Lock. 12""W x 60""H. Cat.No 66113QS",12,,60,,,,USD,EA
Penco,PENCO-661141-KITQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 72""H. Cat.No 661141-KITQS",12,,72,,,,USD,EA
Penco,PENCO-661141QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Lock. 12""W x 72""H. Cat.No 661141QS",12,,72,,,,USD,EA
Penco,PENCO-66116-KITQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 78""H. Cat.No 66116-KITQS",12,,78,,,,USD,EA
Penco,PENCO-66116QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Lock. 12""W x 78""H. Cat.No 66116QS",12,,78,,,,USD,EA
Penco,PENCO-66118QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 60""H. Cat.No 66118QS",,,60,,,,USD,EA
Penco,PENCO-66119QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 72""H. Cat.No 66119QS",,,72,,,,USD,EA
Penco,PENCO-66120QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 66""H. Cat.No 66120QS",,,66,,,,USD,EA
Penco,PENCO-66121QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 78""H. Cat.No 66121QS",,,78,,,,USD,EA
Penco,PENCO-661221-KITQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""W x 66""H. Cat.No 661221-KITQS",12,,66,,,,USD,EA
Penco,PENCO-661221QS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Lock. 12""W x 66""H. Cat.No 661221QS",12,,66,,,,USD,EA
Penco,PENCO-66700HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Lock. 72""W x 4""H. Cat.No 66700HQS",72,,4,,,,USD,EA
Penco,PENCO-66701HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 12""D x 4""H. Cat.No 66701HQS",,12,4,,,,USD,EA
Penco,PENCO-66702HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 15""D x 4""H. Cat.No 66702HQS",,15,4,,,,USD,EA
Penco,PENCO-66703HQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 18""D x 4""H. Cat.No 66703HQS",,18,4,,,,USD,EA
Penco,PENCO-97028ZQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. lockers, shelving, or. Cat.No 97028ZQS",,,,,,,USD,EA
Penco,PENCO-97073ZQS,Locker Accessory,10 51 13,"Penco QuickShip Accessories. lockers, shelving, or. Cat.No 97073ZQS",,,,,,,USD,EA
Penco,PENCO-60822H,Locker Bench,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 073""W x 16-1/4""D. Cat.No 60822H",073,16-1/4,,,,,USD,EA
Penco,PENCO-60827HQS,Locker Bench,10 51 13,Penco QuickShip Accessories. to fasten to bench.. Cat.No 60827HQS,,,,,,,USD,EA
Penco,PENCO-66709H,Locker Accessory,10 51 13,"Penco QuickShip Accessories. Locker Accessory. 4""W x 12""D x 4""H. Cat.No 66709H",4,12,4,,,,USD,EA
Penco,PENCO-68420QS,Locker Accessory,10 51 13,Penco QuickShip Accessories. to fasten to bench.. Cat.No 68420QS,,,,,,,USD,EA
Penco,PENCO-6ACXHP61H,Locker Bench,10 51 13,"Penco QuickShip Accessories. Bench / Pedestal. 6""W x 20""D x 20""H. Cat.No 6ACXHP61H",6,20,20,,,,USD,EA
Penco,PENCO-8690QS,Locker Bench,10 51 13,Penco QuickShip Accessories. Stainless Steel Pedestal. Cat.No 8690QS,,,,,,,USD,EA
Penco,PENCO-9600QS,Locker Bench,10 51 13,"Penco QuickShip Accessories. on right             Rear Leg (for use with 4” high Zee Base). 48""W x 9-1/2""D x 1-1/4""H. Cat.No 9600QS",48,9/1/2002,1/1/2004,,,,USD,EA
Penco,PENCO-9602QS,Locker Bench,10 51 13,"Penco QuickShip Accessories. on right             Rear Leg (for use with 4” high Zee Base). 72""W x 9-1/2""D x 1-1/4""H. Cat.No 9602QS",72,9/1/2002,1/1/2004,,,,USD,EA
Penco,PENCO-9604QS,Locker Bench,10 51 13,"Penco QuickShip Accessories. on right             Rear Leg (for use with 4” high Zee Base). 96""W x 9-1/2""D x 1-1/4""H. Cat.No 9604QS",96,9/1/2002,1/1/2004,,,,USD,EA
Penco,PENCO-9611QS,Locker Bench,10 51 13,"Penco QuickShip Accessories. on right             Rear Leg (for use with 4” high Zee Base). 36""W x 9-1/2""D x 1-1/4""H. Cat.No 9611QS",36,9/1/2002,1/1/2004,,,,USD,EA
Penco,PENCO-96171QS,Locker Bench,10 51 13,Penco QuickShip Accessories. Master Key for Dead Bolt Flat Key Lock                      96171QS. Cat.No 96171QS,,,,,,,USD,EA
Penco,PENCO-9617QS,Locker Bench,10 51 13,"Penco QuickShip Accessories. set per pedestal.. 2""D x 9680""H. Cat.No 9617QS",,2,9680,,,,USD,EA
Penco,PENCO-9623QS,Locker Bench,10 51 13,"Penco QuickShip Accessories. on right             Rear Leg (for use with 4” high Zee Base). 48""W x 24""D x 1-1/4""H. Cat.No 9623QS",48,24,1/1/2004,,,,USD,EA
Penco,PENCO-9624QS,Locker Bench,10 51 13,"Penco QuickShip Accessories. on right             Rear Leg (for use with 4” high Zee Base). 42""W x 24""D x 1-1/4""H. Cat.No 9624QS",42,24,1/1/2004,,,,USD,EA
Penco,PENCO-9625QS,Locker Bench,10 51 13,"Penco QuickShip Accessories. on right             Rear Leg (for use with 4” high Zee Base). 42""W x 18""D x 1-1/4""H. Cat.No 9625QS",42,18,1/1/2004,,,,USD,EA
Penco,PENCO-9628QS,Locker Bench,10 51 13,"Penco QuickShip Accessories. on right             Rear Leg (for use with 4” high Zee Base). 48""W x 18""D x 1-1/4""H. Cat.No 9628QS",48,18,1/1/2004,,,,USD,EA
Penco,PENCO-9680QS,Locker Accessory,10 51 13,Penco QuickShip Accessories. set per pedestal.. Cat.No 9680QS,,,,,,,USD,EA
Penco,PENCO-6007G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 12""D x 36.5""H. 1-tier. Cat.No 6007G",12,12,36.5,,,,USD,EA
Penco,PENCO-6008G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 36.5""H. 1-tier. Cat.No 6008G",15,15,36.5,,,,USD,EA
Penco,PENCO-6009G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 36.5""H. 1-tier. Cat.No 6009G",15,15,36.5,,,,USD,EA
Penco,PENCO-6010G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 18""W x 18""D x 36.5""H. 1-tier. Cat.No 6010G",18,18,36.5,,,,USD,EA
Penco,PENCO-6011G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 21""D x 36.5""H. 1-tier. Cat.No 6011G",21,21,36.5,,,,USD,EA
Penco,PENCO-6012G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 24""D x 36.5""H. 1-tier. Cat.No 6012G",24,24,36.5,,,,USD,EA
Penco,PENCO-6020G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 12""D x 36.5""H. 1-tier. Cat.No 6020G",12,12,36.5,,,,USD,EA
Penco,PENCO-6021G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 36.5""H. 1-tier. Cat.No 6021G",15,15,36.5,,,,USD,EA
Penco,PENCO-6022G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 18""D x 36.5""H. 1-tier. Cat.No 6022G",24,18,36.5,,,,USD,EA
Penco,PENCO-6023G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 21""D x 36.5""H. 1-tier. Cat.No 6023G",21,21,36.5,,,,USD,EA
Penco,PENCO-6024G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 24""D x 36.5""H. 1-tier. Cat.No 6024G",24,24,36.5,,,,USD,EA
Penco,PENCO-6025G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 12""D x 48.5""H. 1-tier. Cat.No 6025G",21,12,48.5,,,,USD,EA
Penco,PENCO-6026G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 15""D x 48.5""H. 1-tier. Cat.No 6026G",24,15,48.5,,,,USD,EA
Penco,PENCO-6028G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 21""D x 48.5""H. 1-tier. Cat.No 6028G",15,21,48.5,,,,USD,EA
Penco,PENCO-6029G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 18""W x 24""D x 48.5""H. 1-tier. Cat.No 6029G",18,24,48.5,,,,USD,EA
Penco,PENCO-6030G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 24""D x 36.5""H. 1-tier. Cat.No 6030G",24,24,36.5,,,,USD,EA
Penco,PENCO-6031G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 9""W x 18""D x 48.5""H. 1-tier. Cat.No 6031G",9,18,48.5,,,,USD,EA
Penco,PENCO-6032G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 21""D x 48.5""H. 1-tier. Cat.No 6032G",15,21,48.5,,,,USD,EA
Penco,PENCO-6033G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 18""W x 24""D x 48.5""H. 1-tier. Cat.No 6033G",18,24,48.5,,,,USD,EA
Penco,PENCO-6034G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 12""D x 48.5""H. 1-tier. Cat.No 6034G",21,12,48.5,,,,USD,EA
Penco,PENCO-6035G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 15""D x 48.5""H. 1-tier. Cat.No 6035G",24,15,48.5,,,,USD,EA
Penco,PENCO-6036G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 18""D x 48.5""H. 1-tier. Cat.No 6036G",15,18,48.5,,,,USD,EA
Penco,PENCO-6037G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 1""W x 21""D x 48.5""H. 1-tier. Cat.No 6037G",1,21,48.5,,,,USD,EA
Penco,PENCO-6038G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 24""D x 48.5""H. 1-tier. Cat.No 6038G",24,24,48.5,,,,USD,EA
Penco,PENCO-6039G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 12""D x 48.5""H. 1-tier. Cat.No 6039G",12,12,48.5,,,,USD,EA
Penco,PENCO-6040G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 48.5""H. 1-tier. Cat.No 6040G",15,15,48.5,,,,USD,EA
Penco,PENCO-6041G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 18""W x 18""D x 48.5""H. 1-tier. Cat.No 6041G",18,18,48.5,,,,USD,EA
Penco,PENCO-6042G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 21""D x 48.5""H. 1-tier. Cat.No 6042G",21,21,48.5,,,,USD,EA
Penco,PENCO-6043G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 24""D x 48.5""H. 1-tier. Cat.No 6043G",24,24,48.5,,,,USD,EA
Penco,PENCO-6047G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 12""D x 48.5""H. 1-tier. Cat.No 6047G",12,12,48.5,,,,USD,EA
Penco,PENCO-6048G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 48.5""H. 1-tier. Cat.No 6048G",15,15,48.5,,,,USD,EA
Penco,PENCO-6049G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 18""D x 48.5""H. 1-tier. Cat.No 6049G",24,18,48.5,,,,USD,EA
Penco,PENCO-6050G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 21""D x 48.5""H. 1-tier. Cat.No 6050G",21,21,48.5,,,,USD,EA
Penco,PENCO-6051G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 24""D x 48.5""H. 1-tier. Cat.No 6051G",24,24,48.5,,,,USD,EA
Penco,PENCO-6052G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 24""D x 60""H. 1-tier. Cat.No 6052G",21,24,60,,,,USD,EA
Penco,PENCO-6053G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 18""W x 12""D x 60""H. 1-tier. Cat.No 6053G",18,12,60,,,,USD,EA
Penco,PENCO-6054G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 15""D x 60""H. 1-tier. Cat.No 6054G",21,15,60,,,,USD,EA
Penco,PENCO-6055G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 18""D x 60""H. 1-tier. Cat.No 6055G",24,18,60,,,,USD,EA
Penco,PENCO-6056G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 21""D x 72""H. 1-tier. Cat.No 6056G",21,21,72,,,,USD,EA
Penco,PENCO-6057G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 24""D x 72""H. 1-tier. Cat.No 6057G",24,24,72,,,,USD,EA
Penco,PENCO-6100G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 18""W x 12""D x 60""H. 1-tier. Cat.No 6100G",18,12,60,,,,USD,EA
Penco,PENCO-6101G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 12""D x 60""H. 1-tier. Cat.No 6101G",24,12,60,,,,USD,EA
Penco,PENCO-6102G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 9""W x 18""D x 36.5""H. 1-tier. Cat.No 6102G",9,18,36.5,,,,USD,EA
Penco,PENCO-6103G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 15""D x 60""H. 1-tier. Cat.No 6103G",12,15,60,,,,USD,EA
Penco,PENCO-6104G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 21""D x 36.5""H. 1-tier. Cat.No 6104G",21,21,36.5,,,,USD,EA
Penco,PENCO-6105G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 9""W x 18""D x 60""H. 1-tier. Cat.No 6105G",9,18,60,,,,USD,EA
Penco,PENCO-6106G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 24""D x 36.5""H. 1-tier. Cat.No 6106G",24,24,36.5,,,,USD,EA
Penco,PENCO-6107G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 12""D x 36.5""H. 1-tier. Cat.No 6107G",12,12,36.5,,,,USD,EA
Penco,PENCO-6108G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 18""W x 21""D x 60""H. 1-tier. Cat.No 6108G",18,21,60,,,,USD,EA
Penco,PENCO-6111G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 12""D x 60""H. 1-tier. Cat.No 6111G",12,12,60,,,,USD,EA
Penco,PENCO-6113G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 60""H. 1-tier. Cat.No 6113G",15,15,60,,,,USD,EA
Penco,PENCO-6115G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 18""D x 60""H. 1-tier. Cat.No 6115G",12,18,60,,,,USD,EA
Penco,PENCO-6117G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 21""D x 60""H. 1-tier. Cat.No 6117G",21,21,60,,,,USD,EA
Penco,PENCO-6119G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 12""D x 60""H. 1-tier. Cat.No 6119G",12,12,60,,,,USD,EA
Penco,PENCO-6121G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 60""H. 1-tier. Cat.No 6121G",15,15,60,,,,USD,EA
Penco,PENCO-6123G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 18""D x 60""H. 1-tier. Cat.No 6123G",15,18,60,,,,USD,EA
Penco,PENCO-6125G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 21""D x 60""H. 1-tier. Cat.No 6125G",12,21,60,,,,USD,EA
Penco,PENCO-6126G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 24""D x 60""H. 1-tier. Cat.No 6126G",15,24,60,,,,USD,EA
Penco,PENCO-6127G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 36.5""H. 1-tier. Cat.No 6127G",15,15,36.5,,,,USD,EA
Penco,PENCO-6129G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 18""D x 36.5""H. 1-tier. Cat.No 6129G",12,18,36.5,,,,USD,EA
Penco,PENCO-6130G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 21""D x 36.5""H. 1-tier. Cat.No 6130G",21,21,36.5,,,,USD,EA
Penco,PENCO-6131G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 18""W x 18""D x 60""H. 1-tier. Cat.No 6131G",18,18,60,,,,USD,EA
Penco,PENCO-6132G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 24""W x 24""D x 36.5""H. 1-tier. Cat.No 6132G",24,24,36.5,,,,USD,EA
Penco,PENCO-6133G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 21""D x 60""H. 1-tier. Cat.No 6133G",12,21,60,,,,USD,EA
Penco,PENCO-6135G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 24""D x 60""H. 1-tier. Cat.No 6135G",15,24,60,,,,USD,EA
Penco,PENCO-6136G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 12""D x 36.5""H. 1-tier. Cat.No 6136G",12,12,36.5,,,,USD,EA
Penco,PENCO-6137G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 12""W x 12""D x 30.5""H. 1-tier. Cat.No 6137G",12,12,30.5,,,,USD,EA
Penco,PENCO-6138G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 36.5""H. 1-tier. Cat.No 6138G",15,15,36.5,,,,USD,EA
Penco,PENCO-6139G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 15""D x 30.5""H. 1-tier. Cat.No 6139G",15,15,30.5,,,,USD,EA
Penco,PENCO-6140G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 15""W x 18""D x 36.5""H. 1-tier. Cat.No 6140G",15,18,36.5,,,,USD,EA
Penco,PENCO-6142G,Locker,10 51 13,"Penco Guardian Classic III. Locker. 21""W x 21""D x 36.5""H. 1-tier. Cat.No 6142G",21,21,36.5,,,,USD,EA
